HYA,alpha,9.459722,-8.6667,1.98,,60.8865,-77.6398,,-50.1902,64.0004
HYA,iota,9.664167,-1.1333,3.88,,52.3208,-74.6178,,-51.0195,72.7619
HYA,theta,9.239444,2.3167,3.88,,57.9956,-65.7638,,-61.0602,69.2389
HYA,zeta,8.923333,5.9500,3.11,,60.6132,-58.2276,,-69.1949,66.4715
HYA,epsilon,8.779722,6.4167,3.37,,62.4106,-55.5976,,-71.9930,64.1341
HYA,delta,8.627778,5.7000,4.14,,65.1259,-53.5267,,-73.9329,60.7652
HYA,sigma,8.646111,3.3500,4.43,,66.6765,-55.3395,,-71.8321,59.6185
HYA,eta,8.720556,3.3833,4.29,,65.5602,-56.6067,,-70.6818,61.0289
HYA,zeta,8.923333,5.9500,3.11,,60.6132,-58.2276,,-69.1949,66.4715
HYA,,,,,,,,,,
PUP,rho,8.125833,-24.3000,2.81,,97.0506,-60.3793,,-55.7850,34.7062
PUP,xi,7.821389,-24.8667,3.35,,102.0533,-52.7207,,-57.8677,29.8944
PUP,zeta,8.059722,-40.0000,2.25,,111.5533,-66.7523,,-42.9051,25.6739
PUP,pi,7.285833,-37.1000,2.70,,119.9663,-41.9822,,-49.9309,17.4733
PUP,sigma,7.487222,-43.3000,3.24,,123.3231,-50.5994,,-43.2047,17.7269
PUP,zeta,8.059722,-40.0000,2.25,,111.5533,-66.7523,,-42.9051,25.6739
PUP,,,,,,,,,,
PUP,sigma,7.487222,-43.3000,3.24,,123.3231,-50.5994,,-43.2047,17.7269
PUP,L2,7.226678,-44.6500,4.42,,127.7660,-42.5025,,-43.0315,14.3148
PUP,nu,6.629444,-43.1833,3.17,,131.3791,-21.8478,,-46.1824,7.6800
PUP,tau,6.832222,-50.6167,2.92,,137.2923,-30.3951,,-38.4523,8.5129
PUP,L2,7.226678,-44.6500,4.42,,127.7660,-42.5025,,-43.0315,14.3148
PUP,,,,,,,,,,
COL,delta,6.368611,-33.4333,3.84,,122.8590,-11.8931,,-56.3035,5.4503
COL,gamma,5.959167,-35.2833,4.36,,125.2762,1.3393,,-54.7135,-0.5849
COL,beta,5.849444,-35.7667,3.11,,125.6690,4.9559,,-54.1912,-2.1371
COL,alpha,5.660833,-34.0833,2.63,,123.5945,11.0033,,-55.6964,-4.9585
COL,epsilon,5.520278,-35.4833,3.86,,124.4950,15.7182,,-54.0873,-6.8288
COL,,,,,,,,,,
COL,beta,5.849444,-35.7667,3.11,,125.6690,4.9559,,-54.1912,-2.1371
COL,eta,5.985833,-42.8167,3.95,,132.8158,0.4926,,-47.1830,-0.1750
COL,,,,,,,,,,
CAR,alpha,6.399167,-52.6833,-0.72,,141.9049,-14.8835,,-37.1131,3.8926
CAR,chi,7.946389,-52.9833,3.46,,124.8184,-69.7467,,-32.3140,18.0566
CAR,epsilon,8.375278,-59.5000,1.88,,121.5142,-87.0893,,-24.7905,17.7674
CAR,iota,9.285000,-59.2667,2.25,,97.3859,-113.1217,,-20.0513,23.2912
CAR,q,10.284716,-61.3167,3.39,,65.6895,-136.3144,,-12.4520,25.8395
CAR,p,10.533740,-61.6833,3.30,,56.8066,-140.6444,,-10.6048,26.2559
CAR,theta,10.715833,-64.3833,2.76,,50.9305,-145.7405,,-8.4509,24.1826
CAR,omega,10.229167,-70.0333,3.31,,71.5627,-143.1414,,-8.9286,17.8591
CAR,beta,9.220000,-69.7167,1.68,,106.2484,-119.2506,,-13.4931,15.1443
CAR,upsilon,9.785000,-65.0667,3.15,,84.9654,-129.7172,,-13.6617,20.8574
CAR,L,9.754167,-62.5167,3.40,,84.5953,-126.9053,,-15.2440,22.8682
CAR,iota,9.285000,-59.2667,2.25,,97.3859,-113.1217,,-20.0513,23.2912
CAR,,,,,,,,,,
CAS,epsilon,1.906667,63.6833,3.37,,12.5976,23.1056,,-73.5670,-134.9314
CAS,delta,1.430278,60.2333,2.68,,10.8874,27.7041,,-54.9489,-139.8237
CAS,gamma,0.945000,60.7167,2.57,,7.1710,28.3917,,-36.9082,-146.1277
CAS,alpha,0.675278,56.5333,2.22,,5.8857,32.9450,,-25.7705,-144.2494
CAS,,,,,,,,,,
CAS,gamma,0.945000,60.7167,2.57,,7.1710,28.3917,,-36.9082,-146.1277
CAS,kappa,0.550000,62.9333,4.16,,3.8839,26.7866,,-21.9448,-151.3507
CAS,beta,0.152778,59.1500,2.27,,1.2336,30.8253,,-5.9640,-149.0307
CAS,,,,,,,,,,
PIC,alpha,6.803333,-61.9333,3.26,,148.5856,-31.7184,,-27.4482,5.8593
PIC,gamma,5.830556,-56.1500,4.50,,146.0062,6.4812,,-33.8167,-1.5011
PIC,beta,5.788056,-51.0667,3.84,,140.8496,7.8233,,-38.8734,-2.1592
PIC,delta,6.171667,-54.9667,4.80,,144.8203,-6.5129,,-34.9980,1.5739
PIC,alpha,6.803333,-61.9333,3.26,,148.5856,-31.7184,,-27.4482,5.8593
PIC,,,,,,,,,,
DOR,gamma,4.266944,-51.4833,4.24,,127.1689,62.0130,,-34.6198,-16.8821
DOR,alpha,4.566667,-55.0500,3.26,,134.9571,53.1610,,-32.5181,-12.8092
DOR,zeta,5.091944,-57.4833,4.71,,143.3354,34.7317,,-31.6021,-7.6575
DOR,beta,5.560278,-62.4833,3.40,,151.4741,17.5150,,-27.3345,-3.1607
DOR,delta,5.746389,-65.7333,4.34,,155.3902,10.3324,,-24.2132,-1.6100
DOR,,,,,,,,,,
AND,alpha,0.139722,29.0833,2.07,,2.2278,60.8759,,-4.3550,-119.0037
AND,delta,0.655556,30.8667,3.25,,10.0990,58.2646,,-20.6419,-119.0910
AND,beta,1.162222,35.6167,2.06,,16.2930,51.8853,,-37.6342,-119.8466
AND,mu,0.945833,38.5000,3.86,,12.6224,49.9292,,-31.4948,-124.5806
AND,nu,0.830278,41.0833,4.52,,10.5493,47.7656,,-28.2692,-127.9988
AND,phi,1.158333,47.2500,4.24,,12.7662,40.7993,,-40.9862,-130.9874
AND,51,1.633056,48.6167,3.57,,17.1587,37.6585,,-57.4742,-126.1400
AND,,,,,,,,,,
